caso_id_canonico,tomo,source_file,li,lf,lfr,retroceso,bloque_total,token_siguiente,sig_caso_id,linea_corte_texto,clasificacion_corte,firma_entre_lfr_lf,firma_linea,firma_texto,hay_dispositivo_perdido,contexto_lfr_menos2,contexto_lfr_menos1,contexto_lfr,contexto_lfr_mas1,contexto_lfr_mas2
346_p1180,346,LibroVol346-2.md,15970,16484,16073,411,514,Fisco,346_p1194,lesividad”; CSJ 21/2004 (40-F)/CS1 “Fisco Nacional – Adminis. Fed. de,otro,,,,SI,terio Público en las causas CSJ 34/2004 (40-F)/CS1 “Fisco Nacional,"(Administ. Fed. Ing. Públicos) c/ San Luis, Provincia de s/ acción de",lesividad”; CSJ 21/2004 (40-F)/CS1 “Fisco Nacional – Adminis. Fed. de,"Ingresos Púb. c/ La Rioja, Provincia de s/ acción de lesividad”, del 26",de febrero de 2004; CSJ 4/2009 (45-E)/CS1 “Estado Nacional c/ Cata­
346_p1257,346,LibroVol346-2.md,18836,19415,19016,399,579,Partido,346_p489,de la Fundación Rigoberta Menchu (confr. fs. 45/45 vta.).,otro,SI,19406,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos,SI,"co” y, c) el restante diez por ciento (10%) en favor del Fondo para el",Desarrollo de los Pueblos Indígenas de América Latina y el Caribe y,de la Fundación Rigoberta Menchu (confr. fs. 45/45 vta.).,2°) Que la magistrada de primera instancia hizo lugar a las ex­,"cepciones de falta de legitimación activa, prescripción y falta de ac­"
346_p1419,346,LibroVol346-2.md,25094,25367,25275,92,273,Macri,346_p650,cierre del Banco de la Nación Argentina. Maxicambio S.A determina,otro,SI,25360,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos,SI,transferencias de cierre del Banco de la Nación Argentina - Existen­,cia final valuada al tipo de cambio vendedor para transferencias de,cierre del Banco de la Nación Argentina. Maxicambio S.A determina,el resultado de la venta de divisas de la siguiente manera: ventas de,divisas - costo de divisas. El costo de divisas se lo obtiene de la si­
347_p360,347,LibroVol347-1.md,13927,14175,14136,39,248,Municipalidad,347_p367,"(Fallos: 319:1325; 327:4773 y causa “Municipalidad de Berazategui”,",cita,SI,14171,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos,SI,"respeto que merecen las decisiones judiciales, pues debe impedirse",que se las obstaculice con medidas dictadas en juicios diferentes,"(Fallos: 319:1325; 327:4773 y causa “Municipalidad de Berazategui”,","Fallos: 337:1024, entre otros).","4°) Que la Corte está habilitada, en el marco señalado, para co­"
347_p414,347,LibroVol347-1.md,15920,16405,16340,65,485,Grondona,347_p1593,"abuso sexual contra su hija, con base en que se habían omitido infor­",otro,SI,16397,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos,SI,"en Fallos: 345:1374, en la medida en que descalificó por arbitrariedad",a la sentencia que había sobreseído al imputado en orden al delito de,"abuso sexual contra su hija, con base en que se habían omitido infor­",mes que corroboraban los dichos de la menor y se había ponderado el,pedido de archivo de las actuaciones de la madre abstraído del contex­
347_p1593,347,LibroVol347-2.md,16078,17155,16707,448,1077,Abuso,347_p426,éstos estaban vinculados a una organización de tráfico de niños en la,otro,SI,16795,Horacio Rosatti — Carlos Fernando Rosenkrantz (según su voto)—,SI,realización de una prueba de ADN- estaban estrechamente relaciona­,dos con la hipótesis según cual la hija menor de los actores era R C y,éstos estaban vinculados a una organización de tráfico de niños en la,que estaban implicados diversos funcionarios públicos.,"De este modo, la exposición de esos datos se ciñó a lo estrictamen­"
347_p1762,347,LibroVol347-2.md,22675,22702,22682,20,27,Incidente,347_p1763,"ECHEVERRÍA, MARTÍN y Otros s/ Incidente de incompetencia",sumario_header,,,,,Tribunal que intervino con anterioridad: Cámara en lo Civil y Comercial de la Provin­,cia de Jujuy.,"ECHEVERRÍA, MARTÍN y Otros s/ Incidente de incompetencia",COMPETENCIA LOCAL,Es competente la justicia local para entender en la causa donde se in­
347_p1858,347,LibroVol347-2.md,26346,26858,26716,142,512,Dopazo,347_p684,"Al respecto, resultan ilustrativas las palabras del senador Fernández,",otro,,,,SI,"los legisladores le dieron al concepto de “posesión actual, tradicional",y pública” y qué recaudos entendieron necesarios para acreditarlo.,"Al respecto, resultan ilustrativas las palabras del senador Fernández,",quien explicó que “[c]omo consecuencia del debate y de mucho tra­,"bajo –acá quiero destacar, además del trabajo de las dos autoras del"
347_p1990,347,LibroVol347-2.md,31623,31849,31836,13,226,GCBA,347_p823,Horacio Rosatti (en disidencia)— Carlos Fernando Rosenkrantz —,firma_juez,SI,31837,Horacio Rosatti (en disidencia)— Carlos Fernando Rosenkrantz —,SI,"ca la sentencia apelada, en cuanto fue objeto de recurso. Con costas.","Notifíquese y, oportunamente, devuélvase.",Horacio Rosatti (en disidencia)— Carlos Fernando Rosenkrantz —,Juan Carlos Maqueda — Ricardo Luis Lorenzetti.,Disidencia del Señor Presidente Doctor Don Horacio Rosatti
347_p2314,347,LibroVol347-2.md,44414,44553,44453,100,139,Usuarios,347_p2318,dadas a informar a cada uno de sus usuarios que tienen derecho a un,otro,,,,,de agosto de 2014 hasta el 2 de noviembre de 2015 y por el cambio del,puerto de destino o de partida en Uruguay; iii) la condena a las deman­,dadas a informar a cada uno de sus usuarios que tienen derecho a un,"resarcimiento en caso de que no se cumpla el horario, puerto de llega­",da y salida y/o el itinerario convenido mediante anuncios por medio de
348_p48,348,LibroVol348-1.md,1844,2023,1975,48,179,incidente,348_p53,de queja interpuesto por el GCBA en el incidente de apelación de la,otro,,,,,Público Fiscal y se encontraría en condiciones de pasar a sentencia.,"En las circunstancias reseñadas, corresponde analizar el recurso",de queja interpuesto por el GCBA en el incidente de apelación de la,medida cautelar.,6°) Que si bien las resoluciones que decretan medidas cautelares no
348_p56,348,LibroVol348-1.md,2112,2218,2190,28,106,Cámara,348_p59,"causa principal, la cámara rechazara el recurso extraordinario inter­",otro,SI,2214,Horacio Rosatti — Carlos Fernando Rosenkrantz — Ricardo Luis,SI,que el presente beneficio fue iniciado al solo efecto de cubrir el depó­,"sito establecido en el art. 286 del código procesal, luego de que, en la","causa principal, la cámara rechazara el recurso extraordinario inter­",puesto por la actora contra la decisión que desestimó el recurso de,apelación interpuesto por ella contra la sentencia de primera instancia
348_p325,348,LibroVol348-1.md,12383,12477,12448,29,94,Provincia,348_p328,marco la Agencia de Recaudación de la Provincia de Buenos Aires,otro,SI,12473,Horacio Rosatti — Carlos Fernando Rosenkrantz — Ricardo Luis,SI,ciones principales el dictado de las disposiciones nros. 5354/2022 y,"3305/2023 en el expediente administrativo 2360-0277753/2019, en cuyo",marco la Agencia de Recaudación de la Provincia de Buenos Aires,(ARBA) inició un procedimiento determinativo y sumarial correspon­,"diente al período fiscal 2016 (enero a diciembre), vinculado a la preten­"
348_p494,348,LibroVol348-1.md,18866,19864,19752,112,998,López,348_p519,"de los mensajes extraídos el celular de José López, entre otros. En",otro,SI,19856,Horacio Rosatti — Carlos Fernando Rosenkrantz — Ricardo Luis,SI,"la copia de la sentencia apelada), las advertencias emitidas por los ser­",vicios jurídicos en relación con su dictado y la valoración del contenido,"de los mensajes extraídos el celular de José López, entre otros. En","particular, la decisión apelada aludió a que Lázaro Báez por interme­","dio de sociedades por él controladas, efectuó contratos de locación y"
348_p747,348,LibroVol348-1.md,28751,28894,28873,21,143,situación,348_p751,trativa tanto por la situación epidemiológica como por la modalidad de,otro,SI,28890,Horacio Rosatti — Carlos Fernando Rosenkrantz — Ricardo Luis,SI,cunstancias imperantes en el marco de la emergencia sanitaria afec­,taron seriamente el normal funcionamiento de la instancia adminis­,trativa tanto por la situación epidemiológica como por la modalidad de,trabajo implementada (cfr. fundamentos).,-IV-
348_p756,348,LibroVol348-1.md,29095,29336,29327,9,241,Nelson,348_p763,movidos por el coheredero Juan Manuel Nelson.,otro,,,,,tancias de una forma disociada de las contingencias del trámite del,proceso y del retraso que provocaron los numerosos incidentes pro­,movidos por el coheredero Juan Manuel Nelson.,"9°) Que, en consecuencia, lo resuelto guarda relación directa e in­",mediata con las garantías constitucionales que se invocan como vulne­
348_p1149,348,LibroVol348-1.md,44251,44362,44268,94,111,Administración,348_p1152,timó el recurso de casación interpuesto por la Administración Federal,otro,,,,,"ja en el expediente digital y a cuyas fojas me referiré en adelante), la","Corte Suprema de Justicia de Tucumán (en adelante, “CSJT”) deses­",timó el recurso de casación interpuesto por la Administración Federal,"de Ingresos Públicos -Dirección General Impositiva (en lo sucesivo,","“AFIP”), contra la sentencia de la Sala I de la Cámara en lo Civil y"
348_p1485,348,LibroVol348-1.md,57415,57720,57610,110,305,Consejo,348_p1493,"Consejo de Derechos Humanos de Naciones Unidas, quien destacó",otro,SI,57704,Horacio Rosatti — Carlos Fernando Rosenkrantz — Ricardo Luis,SI,la situación de los derechos humanos y las libertades fundamentales,"de los indígenas, señor James Anaya, en su segundo informe anual al","Consejo de Derechos Humanos de Naciones Unidas, quien destacó",que: “Sería irrealista decir que el deber de los Estados de celebrar,consultas directamente con los pueblos indígenas mediante proce­
348_p1569,348,LibroVol348-1.md,60595,60870,60786,84,275,Estado,348_p1576,17680/2011/2/RH “Recurso de Queja N° 2 – EQUIMAC S.A. c/ ESTADO,sumario_header,,,,,"de los certificados de ampliaciones y redeterminaciones de precios,",esta Procuración tuvo oportunidad de pronunciarse en la causa CAF,17680/2011/2/RH “Recurso de Queja N° 2 – EQUIMAC S.A. c/ ESTADO,"NACIONAL – DIRECCIÓN NACIONAL DE VIALIDAD, Resolución",777/01 y otras (Expte. 17.123/10) s/ proceso de conocimiento” del 21 de
348_p1593,348,LibroVol348-1.md,61515,61745,61740,5,230,Chávez,348_p1599,"dada en la causa Bazán Chávez, William c/ Swiss Medical ART S.A. s/",otro,,,,,Buenos Aires 18 de noviembre de 2025.,Vistos los autos: “Recurso de hecho deducido por la parte deman­,"dada en la causa Bazán Chávez, William c/ Swiss Medical ART S.A. s/","accidente - ley especial”, para decidir sobre su procedencia.",
348_p1721,348,LibroVol348-1.md,66497,66765,66758,7,268,incidente,348_p1728,"c/ Estado Nacional s/ incidente de medida cautelar”, pronunciamiento",otro,,,,SI,dad que no puedan revertirse con el dictado de una sentencia defini­,"tiva favorable (causa CSJ 315/2009 (45-S)/CS1 “San Luis, Provincia de","c/ Estado Nacional s/ incidente de medida cautelar”, pronunciamiento",del 8 de mayo de 2012).,"Por ello, se resuelve: I. Declarar que la presente causa correspon­"
